method,query_song_name,query_song_genre,match_1,match_1_genre,match_2,match_2_genre,match_3,match_3_genre
raw cosine,Billy 4,folk,Spitfall,metal,The Dance,hip hop,Graham Greene,folk
raw cosine,Stuck Inside Of Mobile With The Memphis Blues Again,folk,Vapors,hip hop,Ridiculous,hip hop,Hair,hip hop
raw cosine,Pretty Peggy-O,folk,Mr. E. Leon Rauis,rock,Automatic Man (Album Version),punk,Darkness eve,metal
raw cosine,She Belongs To Me,folk,She's Amazing,r&b/soul,She's Single Again,country,Addicted,country
raw cosine,When The Deal Goes Down,folk,Hold You,reggae,Shift Shape,hip hop,The Irony Of It All (Album Version),electronic
raw cosine,With God On Our Side,folk,Keep It Real,hip hop,We Brings Heat,hip hop,LBC And The ING (Explicit),hip hop
raw cosine,Terrapin,folk,Preacher On A Sunday Morning,hip hop,Only You,r&b/soul,Beautiful Dreamer,rock
raw cosine,On The 4th of July,folk,Moonlight Serenade,jazz,Showtape '91,electronic,The 4th Branch,hip hop
raw cosine,Company Man,folk,Can't You See,pop,Nausea,metal,Only You,r&b/soul
raw cosine,Ace,folk,Old Hippie,country,Wolfman Jack,hip hop,Possessed To Skate,metal
raw cosine,How Do You Keep Love Alive,folk,The Guns of Love Disastrous,rock,Buzzards of Love,folk,Conant Gardens,hip hop
raw cosine,When The Stars Go Blue,folk,Do You Know Where You're Going To,r&b/soul,Theme From Mahagony (Do You Know Where You're Going To),electronic,Superman Tonight,rock
raw cosine,Forever My Friend,folk,Judgement Hour,electronic,This Is Me (Acoustic Full Version),pop,Boulevard,punk
raw cosine,How Come [Acoustic Mix],folk,Midnight Man,rock,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,Temple,hip hop
raw cosine,Chelsea Hotel #2,folk,Angelina,latin,Everybody Needs Somebody To Love,blues,One Of Us Must Know (Sooner Or Later),folk
raw cosine,Lethal Enforcer (Live From Union Chapel_ London),folk,Hook,blues,You & I,hip hop,War Out Of Peace,folk
raw cosine,Change,folk,Pervert,electronic,Oooh,r&b/soul,More Than This,folk
raw cosine,Under The Weather,folk,Already Died,rock,Stranger,rock,Where I Stand,country
raw cosine,So Sister,folk,Hot Sex,hip hop,Oooh,r&b/soul,I Think I Love You,reggae
raw cosine,Lost Tonight,folk,Sexy,hip hop,Interlude 1,r&b/soul,I Know You Got Soul,hip hop
raw cosine,Sunnyside Of The Street,folk,In Parentheses,rock,Preachin' To The Choir,country,Tour is War,hip hop
raw cosine,Can't Tell Me Nothing,hip hop,India,classical,I La La La Love You,blues,Very Special (LP Version),hip hop
raw cosine,Graduation Day,hip hop,Crossing the Boundary,hip hop,Revenge,metal,Angelina,latin
raw cosine,Wake Up Mr. West,hip hop,Looking For A Job,country,Angelina,latin,Hoodrats,hip hop
raw cosine,A8,hip hop,Can't You See,pop,Everybody Needs Somebody To Love,blues,All About You,metal
raw cosine,Boom Boom Guetta,hip hop,Let's Get Crazy,hip hop,Getting Over You,r&b/soul,Fight (1994 Digital Remaster),rock
raw cosine,Communication,hip hop,Live On Stage,hip hop,Conant Gardens,hip hop,Flow On (Move Me No Mountain),hip hop
raw cosine,One Tribe,hip hop,One For The Mockingbird,rock,N30,punk,One Love / People Get Ready,reggae
raw cosine,Sexy,hip hop,Run The Show,r&b/soul,Stumble,pop,Club Megamix,rock
raw cosine,Tell Your Momma Come,hip hop,Midnight Man,rock,Sounds Of Brutality,metal,Trans DF Express,r&b/soul
raw cosine,The Apl Song,hip hop,Keep It Real,hip hop,Fa Sho Fo Real,hip hop,Fucked Up,hip hop
raw cosine,Diamonds From Sierra Leone,hip hop,Onyx Is Back,hip hop,Web In Front,rock,All I Ever Think About,r&b/soul
raw cosine,If I Had,hip hop,I'm So Glad,blues,Freedom,hip hop,Concerto,hip hop
raw cosine,Ken Kaniff,hip hop,Cardiac Arrest,reggae,Releasing Hypnotical Gases,hip hop,Elohim (1972),hip hop
raw cosine,My Darling,hip hop,Fever Moon,folk,Revenge,metal,Underdrive,rock
raw cosine,8 Mile,hip hop,Book Of Life,hip hop,Gotta Get Over (Taking Loot) (Explicit),hip hop,It's Like That,jazz
raw cosine,Love Was Here,hip hop,You're Coming Home,blues,Naked,r&b/soul,Coming Back,rock
raw cosine,Be With You,hip hop,Revenge,metal,With You,metal,Could It Be I'm Falling In Love,r&b/soul
raw cosine,Locked Up,hip hop,When I Get To Heaven (Remix) (Explicit),hip hop,Let Me Out,rock,Nasty Habits,blues
raw cosine,So Ghetto,hip hop,lucky to be me,jazz,Keep Moving,hip hop,Best Friend,r&b/soul
raw cosine,Heart Of The City (Ain't No Love),hip hop,Club Megamix,rock,Best Friend,r&b/soul,Ten Toes Tall,hip hop
raw cosine,Rabbit Run,hip hop,Book Of Life,hip hop,Preachin' To The Choir,country,Soopaman Luva 3,hip hop
raw cosine,Splurge,hip hop,I'm,hip hop,Bad Mutha,hip hop,Revenge,metal
raw cosine,St. Louie,hip hop,From What I Was Told,hip hop,Safe + Sound,hip hop,Run Around,blues
raw cosine,Wrap Sumden,hip hop,I'm,hip hop,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,Ten Toes Tall,hip hop
raw cosine,Soon You'll Understand,hip hop,Revenge,metal,Between A Mother And A Child,country,Angelina,latin
raw cosine,Encore,hip hop,Tell Me (Acoustic),folk,So What'Cha Want (Butt Naked Version) (Explicit) (2009 Digital Remaster),hip hop,Stumble,pop
raw cosine,Say Now,hip hop,Online Songs,punk,The Red Plains,folk,Here Comes The Hotstepper,reggae
raw cosine,Been There Done That,hip hop,Live Foul,hip hop,Keep It Real,hip hop,Do You Want It?,hip hop
raw cosine,Magical,hip hop,Supernatural Thing Part 1,r&b/soul,Love Don't Live Here,electronic,A Deeper Love,r&b/soul
raw cosine,Over,hip hop,Do It Again,jazz,Bright Young Thing,rock,Naked,r&b/soul
raw cosine,Wrap U Around Me,hip hop,Peel Me A Grape,jazz,He Loves Me (Lyzel In E Flat),r&b/soul,Be Your Husband,blues
raw cosine,Paper Planes,hip hop,All For One (Explicit) (2006 Remastered LP Version),hip hop,I'm,hip hop,Lifestylez Ov Da Poor & Dangerous,hip hop
raw cosine,Set It Off,hip hop,Out Of Sight,r&b/soul,LET's GIT IT ON,hip hop,Confrontations,hip hop
raw cosine,Ho,hip hop,Mambo Swing,jazz,Up On The House Top,country,Live On Mars,punk
raw cosine,The What,hip hop,Mars Attacks,hip hop,That's What It Is,hip hop,Bubble Music,hip hop
raw cosine,Rowdy Rowdy,hip hop,Da Mystery Of Chessboxin',hip hop,The Fire In Which You Burn (feat. J-Treds & The Brewin From The Juggaknots),hip hop,You Do_ I Do,hip hop
raw cosine,Bang Out,hip hop,Uzi,hip hop,Ten Toes Tall,hip hop,Clifton,hip hop
raw cosine,Snoopafella (Edited),hip hop,Goodbye,jazz,Act A Fool,hip hop,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop
raw cosine,Hair,hip hop,What's On Your Mind,hip hop,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,Birthday Card,hip hop
raw cosine,Happymess,hip hop,You & I,hip hop,Bad Mutha,hip hop,Guitar Playin',hip hop
raw cosine,Put Your Head On My Shoulder (Album Version),jazz,Kiss And Tell,r&b/soul,Hypnotize Me,pop,Tell Me,r&b/soul
raw cosine,Stuck In The Middle With You (Non-Album Track),jazz,Rotten Apple Pie,hip hop,Hot Sex,hip hop,I'm,hip hop
raw cosine,You'll Never Find Another Love Like Mine (Album Version),jazz,When She's Gone,folk,Falling Star,r&b/soul,You Are My Destiny,jazz
raw cosine,Kiss me baby,jazz,All Night Long,jazz,I'm Looking For A Woman,blues,Late Last Night,blues
raw cosine,Let's Go,jazz,Play With Fire,pop,You Don't Know Me,jazz,You Don't Know Me,jazz
raw cosine,Moon Over Miami,jazz,Charmed Life,jazz,Heart of a Dragon,metal,Lullaby Of Birdland,jazz
raw cosine,Hit That Jive Jack,jazz,Sex,hip hop,Around The Way [Explicit Album Version],hip hop,The Worst,hip hop
raw cosine,The Christmas Song,jazz,The Christmas Song,country,Just To Get A Rep,hip hop,Close My Eyes,reggae
raw cosine,Too Young,jazz,We Are The Young,pop,We Are All In This Together,folk,Save The Humans,punk
raw cosine,Unforgettable,jazz,Clockwork,hip hop,The Windmills Of Your Mind,blues,Another Side Of You,country
raw cosine,Autumn Leaves,jazz,The Awakening,metal,Meditation,jazz,Firewater,rock
raw cosine,Love Is A Many Splendored Thing,jazz,The Rose,pop,That's The Way Love Is,r&b/soul,Somewhere In My Heart,reggae
raw cosine,Smoke Gets in Your Eyes,jazz,Smoke Gets In Your Eyes,folk,I Love Fucking Up,punk,I Love You Honey,country
raw cosine,If You Can't Smile And Say Yes,jazz,Don't You Say No,r&b/soul,Don't Say Goodbye,r&b/soul,Rap Promoter,hip hop
raw cosine,She's Funny That Way,jazz,I Don't Love You Much Do I (2007 Remastered LP Version),country,I Changed My Mind,r&b/soul,Club Megamix,rock
raw cosine,The Ruby And The Pearl (2003 Digital Remaster),jazz,Expansion Team Theme,hip hop,Phaeton,jazz,Into The Light,electronic
raw cosine,The Very Thought Of You,jazz,Amazed,r&b/soul,Boxcutter Rap,hip hop,Famous Blue Raincoat,folk
raw cosine,Rudolph The Red-Nosed Reindeer,jazz,Rudolph The Red Nosed Reindeer,classical,All About U,hip hop,Yours (Live),jazz
raw cosine,December,jazz,When I Fall In Love,jazz,When I Get Old,punk,All The Woman (Recorded Live In London '99),pop
raw cosine,Don't Know Why (Live),jazz,I Don't Know Why I Love You,reggae,Random I Am (Album Version),punk,Freezin In The Cold,hip hop
raw cosine,Humble Me,jazz,All About You,metal,All Of Me,r&b/soul,Othello,reggae
raw cosine,I've Got To See You Again,jazz,Sadness On My Back,punk,I'll Never Love Again,punk,Everytime I...,r&b/soul
raw cosine,Sinkin' Soon (iTunes Live Session),jazz,Good Times,country,Static Age,punk,We Are Detective,pop
raw cosine,The Long Way Home,jazz,Runaway,hip hop,Everytime I...,r&b/soul,Breakin Me,blues
raw cosine,Those Sweet Words,jazz,Call Me (Clean Version),hip hop,Baby Phife's Return,hip hop,Get Sick Soon,folk
raw cosine,Wish I Could (Live),jazz,Keep Moving,hip hop,Clearer Now,punk,Masquerade,pop
raw cosine,My Dear Country,jazz,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,The Car Song,reggae,Dead Homiez,hip hop
raw cosine,I Love The Way You Say Goodnight,jazz,The Way You Move,hip hop,Dimples,jazz,Para-noir,metal
raw cosine,White Christmas,jazz,When Will I See Your Face Again,folk,At The End Of The Sky,electronic,When I Lay My Burden Down,blues
raw cosine,Memories Are Made Of This,jazz,Highlight Of My Life,country,Conviction Of The Heart,jazz,Requiem for a Soldier (Band of Brothers),classical
raw cosine,Little Room,jazz,Flow On (Move Me No Mountain),hip hop,Kinky Sex Makes the World Go 'Round,punk,My Elusive Dreams,country
raw cosine,Bei Mir Bist Du Schön,jazz,Tell Me (Acoustic),folk,When You Say You Love Me (Album Version),classical,Like The Sun,classical
raw cosine,Don't Sit Under The Apple Tree,jazz,(You Were Made) Especially For Me,r&b/soul,I Don't Want To Hang Out With Me (LP Version),country,Don't You Ever,pop
raw cosine,Falling In Love Again,jazz,Falling In Love Again,pop,When I Fall In Love,jazz,Lovebite,pop
raw cosine,Heebie Jeebies,jazz,In the Journey,folk,Lovesick Blues,country,I Don't Want To Talk About It,hip hop
raw cosine,I Will Survive,jazz,Overcome,r&b/soul,Everytime I...,r&b/soul,I Still Love You,r&b/soul
raw cosine,In The Mood,jazz,Pack The Pipe,hip hop,Keep Moving,hip hop,I Was There When It Happened,country
raw cosine,Kiss,jazz,You Never Knew,hip hop,Memorial Day,hip hop,4 Seasons Of Loneliness,r&b/soul
raw cosine,Let Me Go Lover,jazz,Let Me Be Me,r&b/soul,Peel Me A Grape,jazz,He Loves Me (Lyzel In E Flat),r&b/soul
raw cosine,On An Evening In Roma (Sott'er Celo De Roma),jazz,Paint or Pollen,folk,Vita Mia,classical,Never Touch That Switch (Dark Horse Dub Mix),pop
raw cosine,No Puedo Mas Sin Ti (I'm Your Man),latin,Desde Que No Estas,latin,Precisamente Ahora,latin,Algo Mas,latin
raw cosine,En Tus Pupilas,latin,Amor de Tele,latin,Yo se que,latin,El ectoplasta,pop
raw cosine,Que Me Quedes Tu,latin,No Hay Manera,latin,Amor De Siempre,latin,Grito Latino,latin
raw cosine,Sombra De Ti,latin,Ahora Que Te Vas,pop,Precisamente Ahora,latin,Cosas Que Nunca Te Dije,electronic
raw cosine,Te Dejo Madrid,latin,Mujer Calavera,latin,Basta De Ti,latin,Miedo,latin
raw cosine,Tú,latin,19 De Noviembre,latin,Tierra Sin Sol,latin,Entre Tus Alas,latin
raw cosine,La Chica De Ayer,latin,Miserable,latin,Abarajame,hip hop,Tu Eres Mi Luz,latin
raw cosine,Adicto,latin,Obsesion (English Remix_ Album Version),latin,Cartita de amor,pop,Animal Nocturno,latin
raw cosine,Al Despertar,latin,La Coqueta,latin,Te Extrano,latin,Buscándote,reggae
raw cosine,Alguien Como Tú,latin,Amor De Siempre,latin,Buscándote,reggae,No Sabes Cuanto Te Quiero,latin
raw cosine,Inalcanzable,latin,Vete De Mi,latin,Tu Me Acostumbraste,latin,¿A Dónde Estabas?,latin
raw cosine,Lloro Por Ti,latin,Vete De Mi,latin,Fui,latin,Por Ti Seré (You Raise Me Up),classical
raw cosine,Mamacita,latin,Sueño,latin,Guaracha,latin,La Quejosa,latin
raw cosine,Miss You,latin,The Girls In Their Summer Dresses,rock,Breakaway,pop,Never Do It Again,r&b/soul
raw cosine,Para De Jugar,latin,Libre,reggae,Mujer Calavera,latin,Madre Mia,latin
raw cosine,She Be The One,latin,She's A Runner (24-Bit Digitally Remastered 02),rock,Carnt Be Trusted,pop,Too Good To Be True,r&b/soul
raw cosine,Trapecista,latin,Guacamaya,latin,Sonrisa especial,latin,Volar,latin
raw cosine,Tu Vacio,latin,Todavía Me Amas,latin,Quien No Ha Dicho Una Mentira,latin,No Sabes Cuanto Te Quiero,latin
raw cosine,Volveré,latin,Intentalo tu,latin,ya No,latin,Gitano Corazon,latin
raw cosine,Estoy Aquí,latin,Receio do remorso,reggae,Rosas,pop,Nêga Jurema,metal
raw cosine,Life Is Anew,latin,Because Of You,jazz,MAPS OF REALITY,pop,The Awakening,metal
raw cosine,Donde Estas Corazon,latin,Nadie mas que yo (directo Las Ventas),latin,No Mas Apartheid,reggae,Cenando En Paris,latin
raw cosine,Octavo Día,latin,Agua De Mayo,latin,Y Sigo Preguntandome,latin,Mediterraneo,folk
raw cosine,Te Necesito,latin,Todavía Me Amas,latin,Obsesion (English Remix_ Album Version),latin,No Te Vayas,blues
raw cosine,Evil Ways,latin,Preacher On A Sunday Morning,hip hop,Happymess,hip hop,Superstar (Double Murder = Double Platinum),r&b/soul
raw cosine,Anna (el negro zumbon),latin,El Arado,latin,A fuego lento (directo Las Ventas),latin,Nuevo Dia (New Day),latin
raw cosine,Piensa en mi,latin,La Chica De Ayer,latin,Asi Eres Tu,latin,Tú,latin
raw cosine,Esperando,latin,Waiting For My Child,country,My Baby Just Cares For Me,jazz,Cryin',blues
raw cosine,Beautiful Liar (Bello Embustero),latin,Vine A Decirte Adios,latin,No Existe Un Lugar,latin,Años Luz,pop
raw cosine,Rosario Tijeras,latin,La Aristocracia del Barrio,latin,Sol_ Playa Y Arena,reggae,El Cosechero,latin
raw cosine,Animal Nocturno,latin,Quien No Ha Dicho Una Mentira,latin,Don Manuel Sr. Molina,latin,Cuando,latin
raw cosine,Alejate De Mi,latin,Obsesion (English Remix_ Album Version),latin,La Coqueta,latin,Aqui Se Termino (Never Forever),pop
raw cosine,Entre Tus Alas,latin,19 De Noviembre,latin,Es Por Ti,latin,Amor Latino,latin
raw cosine,Me Basto,latin,No Te Vayas,blues,Te Extrano,latin,Al Despertar,latin
raw cosine,Va Para Ti,latin,Manto Estelar,electronic,La Estación,latin,No Me Acostumbro,latin
raw cosine,Fui,latin,Lloro Por Ti,latin,No Pense Enamorarme Otra Vez,latin,La rabia,latin
raw cosine,Ilusionado,latin,La Coqueta,latin,Todos Quieren A Raymond,reggae,Sueño,latin
raw cosine,Piel De Ciudad,latin,Voy A Seguir,latin,Tu Y Yo,latin,Alejate De Mi,latin
raw cosine,Quedate,latin,Ni Te Llamo Ni Te Busco,latin,Todavía Me Amas,latin,Aqui Se Termino (Never Forever),pop
raw cosine,Brother Sport,latin,Get Your Hands Up,hip hop,In Moderation,metal,Freestate,electronic
raw cosine,The Prince,metal,I've Grown Accustomed To His Face,jazz,Me And The Devil,blues,Crime,reggae
raw cosine,Second Heartbeat,metal,Just a Memory,punk,A Song For You,jazz,Whereareyougoing,r&b/soul
raw cosine,To End The Rapture,metal,Throne Of Dark Immortals,metal,What You Became,metal,Chimaera (Album Version),punk
raw cosine,Witness,metal,Incision,electronic,"You Are The Universe (Roger's Universal 7"" Edit)",jazz,It's Only Your Life,folk
raw cosine,Heartache Every Moment,metal,The Miner Becomes Forgetful,folk,All About U,hip hop,Broken Heart,country
raw cosine,Sigillum Diaboli,metal,Pervert,electronic,Sold,pop,Gotta Get Over (Taking Loot) (Explicit),hip hop
raw cosine,Refined By Your Embrace,metal,I fantasize of you,electronic,Rabbit Run,hip hop,Beyond Salvation,metal
raw cosine,The Innocence Spilled,metal,The End Of An Anchor,punk,Something For The Pain,blues,Feel Me,hip hop
raw cosine,An American Dream,metal,This Is Not America,jazz,Bear The Cross,metal,Threat,reggae
raw cosine,The Changing Of Times,metal,Whereareyougoing,r&b/soul,Only When ur Lonely,r&b/soul,Get Sick Soon,folk
raw cosine,Autumn,metal,Sprachbarrieren,hip hop,Auf das Leben,folk,Viel Mehr,hip hop
raw cosine,Chorus Of Angels,metal,Fireflies Take Flight,folk,Now Three,folk,Remind Me (Live),electronic
raw cosine,Follow The Wolves,metal,Full Moon,folk,Vengeance of Demonic Fury,metal,Son Of The Morning,metal
raw cosine,I Am You,metal,The Weak Shall Prevail,metal,Redemption,metal,Burning Bridges,rock
raw cosine,The Science Of Lies,metal,The 4th Branch,hip hop,Showtape '91,electronic,Masquerade,classical
raw cosine,Slow Down,metal,Angelina,latin,You're A Zombie,punk,It's Only Your Life,folk
raw cosine,Steal Away (The Night),metal,Further Away,rock,Chase The Clouds Away,jazz,The Look Of Love,jazz
raw cosine,Black Curtains (2004 Digital Remaster),metal,Black Jettas,rock,Black Sheep,folk,Black Is The Color,folk
raw cosine,Die Dead Enough,metal,Runaway,hip hop,Awake Enough,electronic,Ball Peen Hammer,blues
raw cosine,Bodies,metal,Let The Beat Hit 'Em,r&b/soul,Let Me Go Lover,jazz,Let Me Be Me,r&b/soul
raw cosine,Rotting Head,metal,Tuleen Ajettu Maa,metal,Vengeance of Demonic Fury,metal,Resolution,jazz
raw cosine,Gehenna,metal,I Want You,hip hop,Breakin Me,blues,I Want That,electronic
raw cosine,[sic] [Explicit],metal,Revenge,metal,Tangled Up,r&b/soul,Your Eyes,pop
raw cosine,Gunshots by Computer,metal,Ex-Factor,r&b/soul,Honest Expression,hip hop,Untouchable,hip hop
raw cosine,Hope Is... (Album Version),metal,Heroes Of Our Land,metal,Manhattan,jazz,We Are the End,metal
raw cosine,The Moor,metal,Elohim (1972),hip hop,Skullptures,metal,Snoopafella (Edited),hip hop
raw cosine,This Flesh A Tomb (Instrumental Version),metal,Let Me Into Starfish Land,metal,Bent,folk,Runaway,hip hop
raw cosine,A Higher Standard,metal,It's Undeniable,punk,Prime Time TV,jazz,It's De-Lovely,jazz
raw cosine,Redemption,metal,So_ I Guess This Is Goodbye,metal,Happymess,hip hop,Furtive Monologue,metal
raw cosine,We Die Alone (Bonus Track),metal,Daneurysm,metal,Die Polizei,rock,I Think We're Alone Now (Single/LP Version),pop
raw cosine,Elements,metal,Fountainhead,metal,13 Months Of Sunshine,reggae,The chronicle of shadows,metal
raw cosine,Know The Difference,metal,What Do I Know,pop,Genius,electronic,I Can Change,r&b/soul
raw cosine,Peephole,metal,It's Only Money,rock,It's Only Money,blues,Castles In The Sky,electronic
raw cosine,Hellhounds on My Trail,metal,My Finest Hour,pop,Tell Me (Acoustic),folk,Heartattack,punk
raw cosine,No Commands,metal,Pride,electronic,The Girls In Their Summer Dresses,rock,No More Runnin,electronic
raw cosine,Mother (2006 Remastered Alternate Mix),metal,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,Mr. Wiggles,r&b/soul,Clickety Clack,hip hop
raw cosine,Lord Of The Flies (Live In Dortmund),metal,Photography,punk,Growin' Old,hip hop,Perfect Stranger,metal
raw cosine,Phantom Of The Opera (Live) (1998 Digital Remaster),metal,Nausea,metal,Angelina,latin,Predictable,pop
raw cosine,Re-Birth,metal,Into The Sun,jazz,Out of Character,blues,All About You,metal
raw cosine,This Pain,metal,Releasing Hypnotical Gases,hip hop,Ballad In Plain D,folk,Abandon Ship,reggae
raw cosine,You Are Not Alone,pop,Dressed To Kill,punk,You Don't Have A Clue,electronic,To Where You Are,classical
raw cosine,Baby Be Mine,pop,Anytime,pop,Dream,r&b/soul,Preacher On A Sunday Morning,hip hop
raw cosine,Man In The Mirror,pop,Show Me The Money,hip hop,Sunshine,hip hop,One,hip hop
raw cosine,Why You Wanna Trip On Me,pop,U,pop,Thinking Blues,blues,Shame On Me,country
raw cosine,TiK ToK,pop,Trife Life,hip hop,Ain't No Stopping Us Now,r&b/soul,We Brings Heat,hip hop
raw cosine,Nothing Lasts Forever,pop,It's Alright,punk,So Alone,rock,Splurge,hip hop
raw cosine,Roamer,pop,It's Like That,jazz,8 Mile,hip hop,Fucked Up,hip hop
raw cosine,Live High (Album Version),pop,Black & White,hip hop,Mexico City,folk,Virtual Insanity,r&b/soul
raw cosine,Did I Do That?,pop,What You Do To Me,r&b/soul,The Hop,hip hop,It's Only Your Life,folk
raw cosine,I'll Be There,pop,I'll Be There,classical,There Will Be A Light,blues,It's All Up To You,r&b/soul
raw cosine,I Think They're Thinking - Interlude,pop,Guns And Dolls,rock,Thinking About You,pop,Oooh,r&b/soul
raw cosine,Silent Movie,pop,Mighty Good,rock,Predictable,pop,You Don't Have A Clue,electronic
raw cosine,Stumble,pop,Ain't No Way (You Won't Love Me),r&b/soul,Revenge,metal,Club Megamix,rock
raw cosine,Heroe,pop,Get Sick Soon,folk,To Be With You Again,pop,My Darling,hip hop
raw cosine,Little Girl,pop,Get Sick Soon,folk,To Be With You Again,pop,My Darling,hip hop
raw cosine,Ruleta Rusa,pop,Sacrificio,rock,La Media Vuelta,latin,Entra,reggae
raw cosine,Contigo,pop,Candela,latin,En el último lugar del mundo,latin,Milonga Del Solitario,folk
raw cosine,Años Luz,pop,Obsesion (English Remix_ Album Version),latin,Clemencia,latin,Algo Mas,latin
raw cosine,Love Song,pop,Ain't No Way (You Won't Love Me),r&b/soul,Revenge,metal,Not Your Baby,pop
raw cosine,Candyman,pop,Wolfman Jack,hip hop,Old Hippie,country,Automatic Man (Album Version),punk
raw cosine,Tell Me Something I Don't Know,pop,Salva Mea,electronic,All Of Me,country,Flowers On The Wall,pop
raw cosine,Cry,pop,Everytime I...,r&b/soul,I'd Like To,r&b/soul,Pervert,electronic
raw cosine,Zora sourit,pop,3ème Sexe,electronic,Laquelle Des Deux Est La Plus Snob,pop,Earthless,folk
raw cosine,Dance,pop,Act Like You Know (LP Version),hip hop,WordPlay,hip hop,Ruggedness,hip hop
raw cosine,Partout Je Vois,pop,Best Friend,r&b/soul,Snowflakes,r&b/soul,Mississippi,country
raw cosine,Anytime,pop,Alguien Real (Baby_ I'm In Love),latin,Club Megamix,rock,Dream,r&b/soul
raw cosine,Simplest Love,pop,Love For Sale (LP Version),jazz,My Love For You Is Real,country,Love For Sale,latin
raw cosine,Midnight Bottle,pop,Don't Be A Stranger,pop,Feel Me,hip hop,Only For The Weak,metal
raw cosine,Let Me Be,pop,Baby Now That I've Found You,country,Club Megamix,rock,Love Affair,r&b/soul
raw cosine,Big Sky,pop,Preacher On A Sunday Morning,hip hop,Witch,pop,Snowflakes,r&b/soul
raw cosine,Thinking About You,pop,I Think I Love You,reggae,Oooh,r&b/soul,All I Ever Think About,r&b/soul
raw cosine,A Groovy Kind Of Love (Live),pop,Sweet Misery,r&b/soul,Get Sick Soon,folk,Club Megamix,rock
raw cosine,That's Why You're Beautiful,pop,Tu Eres,latin,That's All (Album Version),classical,Beautiful Song,electronic
raw cosine,Step By Step,pop,By The Way,hip hop,Every Little Bit,country,Flash Pan Hunter/Intro,classical
raw cosine,Piece Of Me (Main Version),pop,The Angry Cry Of The Angry Pie,punk,Kid Gloves,pop,Dying Embers,metal
raw cosine,Can't Make You Love Me,pop,Club Megamix,rock,Where Will I Be Now,pop,Breakin Me,blues
raw cosine,Girl In The Mirror,pop,El Paso,rock,Snoopafella (Edited),hip hop,Emeraldine,jazz
raw cosine,Radar,pop,Get It How You Live  (Explicit Chopped & Screwed Version),hip hop,Lover Tonite,rock,Preacher On A Sunday Morning,hip hop
raw cosine,When Your Eyes Say It,pop,Kickin' It With Your Girlfriend,r&b/soul,Yours (Live),jazz,Lovebite,pop
raw cosine,Precious (Live In Milan),pop,NoOne,r&b/soul,You Never Knew,hip hop,Mississippi,country
raw cosine,Insectica,punk,Displaced,jazz,Breakin Me,blues,When It Comes To Me,r&b/soul
raw cosine,Cambridge (Album Version),punk,Over My Head (Cable Car),rock,Rhinestone Eyes,electronic,I Am Stretched On Your Grave (Live Remastered),electronic
raw cosine,Disappear,punk,Revenge,metal,I Want It,electronic,I Still Love You,r&b/soul
raw cosine,Fell in Love Without You (Cd),punk,Lessons In Love,pop,Dead Spaces,metal,In The Blue Of The Evening,jazz
raw cosine,Point Of Extinction (Cd),punk,Rabbit Run,hip hop,Hook,blues,Puck Two,classical
raw cosine,Stand Too Close,punk,If I,reggae,Tool,pop,Just To Prove My Love For You,country
raw cosine,Worker Bee,punk,Book Of Life,hip hop,Rotten Apple Pie,hip hop,Pack The Pipe,hip hop
raw cosine,Mind Over Time,punk,Logan Time,punk,Mindrot,metal,Happy Times,pop
raw cosine,I Fought The Law,punk,Runaway,hip hop,The Car Song,reggae,Needles And Pins (Remastered Album Version ),punk
raw cosine,The Magnificent Seven,punk,It's Only Your Life,folk,The Hop,hip hop,Killing Time,r&b/soul
raw cosine,Believe,punk,Alright,r&b/soul,Everything Is Everything,r&b/soul,It's Not OK [Live From London],rock
raw cosine,Empty Apartment,punk,All About U,hip hop,It's Only Your Life,folk,What's Your Problem,rock
raw cosine,But Tonight We Dance,punk,Hidden,folk,Happymess,hip hop,Puck Two,classical
raw cosine,Faint Resemblance,punk,On the Outside,folk,Are You Out There,folk,I Love You,jazz
raw cosine,Survive,punk,Destination: Death or Better Days,metal,Static Age,punk,We Are Detective,pop
raw cosine,The Dirt Whispered,punk,Book Of Life,hip hop,Preachin' To The Choir,country,I'm Still Dancin' With You,country
raw cosine,Get It Right (Album Version),punk,Stoneface,rock,I'll Never Love Again,punk,Code Of The Streets (Explicit),hip hop
raw cosine,Want You Bad,punk,So What'Cha Want (Butt Naked Version) (Explicit) (2009 Digital Remaster),hip hop,Revenge,metal,I Try,r&b/soul
raw cosine,Staring At The Sun,punk,Fever Moon,folk,Revenge,metal,Don't Worry,r&b/soul
raw cosine,Operation Rescue,punk,Plain Clothes,electronic,Brood Of Hatred (Album Version),metal,Planting Seeds,rock
raw cosine,When Broken Is Easily Fixed (Album Version),punk,He Loves Me (Lyzel In E Flat),r&b/soul,Comfort,rock,Crazier,country
raw cosine,Want,punk,So What'Cha Want (Butt Naked Version) (Explicit) (2009 Digital Remaster),hip hop,Pervert,electronic,All Fired Up_ No Place To Go,country
